MonthlyIncome,ActiveSinceDays,Age,Graduate,Married,Single,NoOfChildren,NoOfTeenager,NoOfDaysSinceLastPurchase,AmountSpendOnWines,AmountSpentOnFruits,AmountSpentOnMeat,AmountSpentOnFish,AmountSpentOnSweet,AmountSpentOnGold,NoOfDealsWithDiscount,NoOfWebPurchase,NoOfCatalogPurchase,NoOfStorePurchase,NoOfWebVisitsMonth,PurchasedIn1stCampaign,PurchasedIn2ndCampaign,PurchasedIn3rdCampaign,PurchasedIn4thCampaign,PurchasedIn5thCampaign,TotalNoOfCampaignAccepted,CustomerComplain
64722,2193,49,1,1,0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0
55249,2232,64,1,1,0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0
84906,2427,48,1,1,0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,3,0
28691,2519,31,1,1,0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
44213,2371,68,1,0,1,0,0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0
25707,2321,36,0,0,1,0,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0
59062,2428,53,1,1,0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0
76624,2195,58,1,0,1,0,0,68,411,106,147,54,115,66,1,5,10,7,1,0,0,1,0,0,1,0
66000,2229,73,1,1,0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0
27683,2853,42,1,1,0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0
1730,2201,49,1,0,1,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0
7500,2732,28,0,0,1,0,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0
40521,2609,52,1,1,0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0
20427,2256,47,1,1,0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
65106,2195,45,1,1,0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,1,0
69969,2465,55,1,1,0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,1,0,0,0,1,2,0
67433,2507,68,1,1,0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,1,0
77766,2651,53,1,1,0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,1,0
74716,2449,48,1,1,0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0
68118,2413,57,1,0,1,0,0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
55158,2858,50,1,1,0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,0
62972,2854,65,0,1,0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0
74190,2207,45,1,1,0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0
39356,2261,44,1,1,0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,1,0
76653,2476,51,1,1,0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,1,0,0,0,1,2,0
35860,2200,47,1,0,1,0,0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,1,0
90687,2562,37,1,0,1,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,0,0,1,1,0
73450,2365,38,1,1,0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,1,0,0,2,0
31454,2517,60,1,1,0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0
47139,2274,68,1,0,1,0,0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,0
83829,2423,45,1,0,1,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,3,0
53378,2802,57,1,1,0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,0
19656,2665,50,1,1,0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0
45579,2472,72,1,1,0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0
85485,2167,62,0,0,1,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0
55956,2242,76,1,1,0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,0,1,0,1,0
64191,2682,57,1,0,1,0,0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0
38808,2831,48,1,0,1,0,0,21,125,17,52,3,19,30,4,5,1,4,8,0,0,1,0,0,1,0
57183,2626,54,1,1,0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0
23748,2744,52,1,0,1,0,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0
66303,2647,49,1,1,0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,0,1,0,1,0
37368,2354,45,1,1,0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,1,0,0,1,0
40800,2703,56,1,1,0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,1
71847,2805,42,1,0,1,0,0,95,737,21,106,55,63,210,0,6,7,9,3,1,0,0,0,0,1,0
46149,2371,45,1,1,0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0
78687,2848,37,1,1,0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,0,0,1,1,0
49118,2839,49,0,0,1,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,1,0,2,0
37633,2806,63,1,1,0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0
39767,2502,69,1,1,0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0
26997,2760,69,0,1,0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0
33986,2631,50,1,0,1,0,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0
57091,2742,48,1,1,0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,0,0,1,0,1,0
46831,2545,51,0,1,0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0
83151,2663,48,1,1,0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,0,1,3,0
52531,2705,49,1,1,0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0
15759,2456,64,1,1,0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0
22804,2492,49,1,0,1,0,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0
43050,2262,47,0,1,0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0
42997,2363,43,1,0,1,0,0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0
48918,2237,57,1,0,1,0,0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0
60033,2251,66,1,1,0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0
34043,2406,42,1,1,0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0
57811,2529,54,1,1,0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,0,0,1,0,1,0
78569,2289,74,1,1,0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,0,0,1,1,0
7500,2708,42,1,0,1,0,0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0
94384,2641,67,1,1,0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,3,0
23148,2290,35,0,1,0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0
44267,2648,50,1,0,1,0,0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0
71626,2764,41,1,1,0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,0,1,0,1,0
60894,2525,54,1,1,0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0
50200,2611,44,1,1,0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0
81051,2196,55,1,1,0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,0,1,1,2,0
65169,2325,38,1,1,0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,1,1,0,1,4,0
59868,2501,48,1,1,0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0
65695,2308,60,1,1,0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0
64857,2742,64,1,0,1,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0
45143,2466,55,1,1,0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0
74805,2394,65,0,1,0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0
59060,2328,31,0,1,0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0
27238,2594,58,1,0,1,0,0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0
47009,2430,55,1,1,0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0
46094,2178,47,0,1,0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0
40321,2494,48,1,1,0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0
37235,2307,36,1,1,0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0
81843,2592,60,1,1,0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0
46692,2547,62,1,1,0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0
77382,2332,52,1,1,0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,0,0,1,1,0
37774,2823,43,1,0,1,0,0,28,173,8,107,7,2,176,4,7,2,3,9,0,0,1,0,0,1,1
18393,2251,46,0,1,0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0
72828,2659,58,1,1,0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0
24711,2231,38,1,1,0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0
45503,2436,45,1,1,0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0
6560,2358,38,1,0,1,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0
71604,2383,75,1,1,0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,0,0,1,0,0,1,0
27244,2273,41,1,1,0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0
48752,2723,51,1,1,0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,0
71434,2443,58,1,1,0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,1,0,0,1,0,2,0
90842,2494,72,1,0,1,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0
88097,2839,42,1,1,0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,1,0,0,1,1,3,0
51948,2444,45,1,1,0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0
71853,2576,38,1,1,0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0
35876,2229,37,1,1,0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0
40049,2415,68,1,0,1,0,0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0
39660,2849,38,1,0,1,0,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,0
50127,2190,58,1,1,0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,0,0,1,0,1,0
43263,2744,43,1,1,0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0
62845,2795,71,1,1,0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,1,0
18929,2657,30,1,1,0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0
24367,2625,38,0,0,1,0,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0
33249,2653,45,1,0,1,0,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
26887,2663,61,0,1,0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0
50150,2533,37,1,1,0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0
62061,2461,44,1,1,0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,0,0,1,0,1,0
85696,2581,58,1,0,1,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,0
76542,2615,64,1,1,0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0
70515,2410,27,1,0,1,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,0
18227,2757,33,1,1,0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0
69139,2312,55,1,1,0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0
69109,2756,38,1,1,0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,1,0
69627,2628,58,1,0,1,0,0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0
38136,2592,42,1,1,0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,0,0,1,0,0,1,0
62159,2221,74,1,0,1,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0
80695,2341,57,1,0,1,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0
33316,2427,49,1,0,1,0,0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0
58554,2800,52,1,1,0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0
17256,2377,28,0,1,0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,0,0,1,0,0,1,0
53034,2554,46,1,0,1,0,0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0
52203,2857,70,0,1,0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0
59601,2498,43,0,0,1,0,0,14,691,7,69,0,7,23,4,2,2,7,8,0,0,0,1,0,1,0
75154,2822,62,1,0,1,0,0,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,0
47025,2393,44,1,0,1,0,0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0
37971,2375,47,1,1,0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0
41335,2344,52,1,0,1,0,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
67267,2206,62,1,1,0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0
57338,2220,45,1,0,1,0,0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0
50523,2345,60,0,1,0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0
35791,2578,55,1,0,1,0,0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0
50611,2792,60,1,0,1,0,0,98,459,0,24,6,0,4,6,4,5,7,6,0,0,0,1,0,1,0
56242,2642,51,1,1,0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0
48904,2733,60,1,0,1,0,0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0
56243,2340,45,1,0,1,0,0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0
21355,2472,35,1,1,0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,0,0,1,0,0,1,0
57420,2528,49,1,1,0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,0,0,1,0,1,0
46390,2214,65,1,0,1,0,0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0
54342,2520,64,0,1,0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0
20895,2790,47,1,1,0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0
92344,2324,72,1,1,0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,0,0,1,0,1,2,0
26907,2472,44,0,1,0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0
44964,2719,40,1,1,0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0
75507,2217,41,1,1,0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0
53761,2420,48,1,1,0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0
22682,2428,47,1,1,0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0
38887,2278,48,1,1,0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0
41658,2756,45,0,0,1,0,0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0
29791,2204,48,1,1,0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0
63915,2493,64,1,1,0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0
39996,2197,46,1,0,1,0,0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0
26759,2301,48,1,0,1,0,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0
63841,2593,52,1,0,1,0,0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
51039,2725,51,1,1,0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0
60544,2832,59,1,1,0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0
65685,2251,48,1,1,0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0
37716,2228,67,1,1,0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0
36864,2844,63,1,0,1,0,0,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,0
44511,2784,50,1,1,0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0
36947,2850,53,1,1,0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0
47352,2603,69,1,1,0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
67087,2353,67,1,1,0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0
57045,2818,70,1,1,0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0
36957,2820,67,1,0,1,0,0,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,0
69389,2798,43,1,1,0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0
80134,2564,48,1,1,0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,1,0,0,1,1,3,0
43142,2290,51,1,1,0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0
80589,2317,76,1,1,0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,1,0,0,0,0,1,0
34412,2660,30,1,0,1,0,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0
57537,2543,41,1,0,1,0,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0
22634,2688,54,0,1,0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0
51315,2285,72,1,1,0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0
36026,2264,48,1,1,0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0
24639,2311,47,1,1,0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0
34578,2238,48,1,1,0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0
65704,2418,48,0,0,1,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0
63810,2754,54,1,0,1,0,0,45,977,12,253,16,12,101,4,4,3,12,8,0,0,0,1,0,1,0
54132,2292,51,1,1,0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0
18690,2707,61,1,1,0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
28164,2580,50,1,1,0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0
34596,2601,46,1,1,0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0
43269,2445,48,1,1,0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
38741,2250,62,0,0,1,0,0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0
31907,2641,48,1,0,1,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0
27100,2609,37,1,1,0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0
31163,2295,47,0,0,1,0,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0
92533,2351,35,1,1,0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,1,0,0,0,1,2,0
34853,2347,47,1,0,1,0,0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0
70844,2401,53,1,0,1,0,0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0
31086,2580,41,0,1,0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,0,0,1,0,0,1,0
60544,2832,59,1,1,0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0
20491,2679,34,0,1,0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0
42523,2226,56,1,1,0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0
39922,2659,37,1,1,0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0
33402,2505,68,1,1,0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0
36408,2440,71,1,1,0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0
21645,2823,41,1,1,0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,0
78427,2772,72,1,0,1,0,0,36,972,19,595,180,26,138,3,3,7,10,3,1,0,0,0,0,1,0
82657,2434,74,1,1,0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,1,0,0,1,0,2,0
51876,2416,62,1,1,0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0
78041,2719,49,0,1,0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0
52852,2734,63,1,1,0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,0,0,1,0,0,1,0
70038,2406,38,1,1,0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0
69401,2257,47,0,1,0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0
46053,2656,48,1,1,0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0
77343,2179,55,1,1,0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0
73892,2387,67,1,0,1,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,0
40304,2431,53,1,0,1,0,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0
32727,2829,55,1,1,0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0
68695,2163,51,1,1,0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0
43300,2783,49,1,0,1,0,0,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,0
26290,2692,48,1,1,0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0
93790,2296,50,1,0,1,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,1,0,0,1,1,3,0
38410,2812,46,1,1,0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,0
64866,2313,70,1,0,1,0,0,9,508,5,21,7,5,10,4,7,3,7,5,0,0,0,1,0,1,0
57957,2473,61,1,1,0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1
46015,2236,65,1,1,0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,0,1,1,0,0,2,0
16531,2170,42,1,1,0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0
28072,2515,34,1,1,0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0
49476,2533,57,1,0,1,0,0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0
50725,2660,67,1,1,0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0
83844,2572,68,1,1,0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,1,0
41145,2300,70,1,1,0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0
67419,2688,50,1,1,0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0
23162,2349,50,0,1,0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0
34380,2582,43,1,1,0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0
34704,2587,54,1,0,1,0,0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0
94871,2825,51,1,1,0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,0,0,1,1,2,0
65148,2749,62,1,1,0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0
39898,2661,66,1,1,0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0
64857,2742,64,1,0,1,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0
59892,2398,50,1,1,0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0
41020,2403,33,1,0,1,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0
57072,2315,59,1,1,0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,0,0,1,0,0,1,0
60474,2613,41,1,0,1,0,0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
62807,2826,60,1,1,0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
19414,2415,39,0,1,0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0
19107,2470,40,1,1,0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0
